Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=71502475, rearAxleOnA=71502606, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71591034, rearAxleOnA=71591184, frontAxleOnB=71591037, rearAxleOnB=71591187, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71592449, rearAxleOnA=71592584, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71593501, rearAxleOnA=71593640, frontAxleOnB=71593504, rearAxleOnB=71593643, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71596660, rearAxleOnA=71596809, frontAxleOnB=71596663, rearAxleOnB=71596813, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71664964, rearAxleOnA=71665142, frontAxleOnB=71664968, rearAxleOnB=71665145, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71688278, rearAxleOnA=71688414, frontAxleOnB=71688281, rearAxleOnB=71688417, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71990202, rearAxleOnA=71990361, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72061344, rearAxleOnA=72061482, frontAxleOnB=72061346, rearAxleOnB=72061485, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72077767, rearAxleOnA=72077902, frontAxleOnB=72077770, rearAxleOnB=72077905, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72105901, rearAxleOnA=72106036, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72161673, rearAxleOnA=72161857, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72204801, rearAxleOnA=72204913, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72243731, rearAxleOnA=72243844, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72255945, rearAxleOnA=72256119, frontAxleOnB=72255948, rearAxleOnB=72256122, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72285174, rearAxleOnA=72285289, frontAxleOnB=72285176, rearAxleOnB=72285291, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72335546, rearAxleOnA=72335665, frontAxleOnB=72335548, rearAxleOnB=72335668, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72424167, rearAxleOnA=72424354, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72480960, rearAxleOnA=72481089, frontAxleOnB=72480962, rearAxleOnB=72481092, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72498100, rearAxleOnA=72498239, frontAxleOnB=72498103, rearAxleOnB=72498241, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72547377, rearAxleOnA=72547539, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72555097, rearAxleOnA=72555256, frontAxleOnB=72555100, rearAxleOnB=72555259, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72561407, rearAxleOnA=72561570, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72593439, rearAxleOnA=72593578, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72606773, rearAxleOnA=72606907, frontAxleOnB=72606776, rearAxleOnB=72606909, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72683408, rearAxleOnA=72683531, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72778220, rearAxleOnA=72778354, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72854535, rearAxleOnA=72854662, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72856422, rearAxleOnA=72856561, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72868547, rearAxleOnA=72868679, frontAxleOnB=72868549, rearAxleOnB=72868681, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72878426, rearAxleOnA=72878589, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72942915, rearAxleOnA=72943027, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72949039, rearAxleOnA=72949197, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=72994707, rearAxleOnA=72994888, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73018415, rearAxleOnA=73018568, frontAxleOnB=73018418, rearAxleOnB=73018571, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73097665, rearAxleOnA=73097796, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73133991, rearAxleOnA=73134123, frontAxleOnB=73133994, rearAxleOnB=73134126, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73137053, rearAxleOnA=73137181, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73172906, rearAxleOnA=73173064, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73218747, rearAxleOnA=73218902, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73228692, rearAxleOnA=73228799, frontAxleOnB=73228694, rearAxleOnB=73228801, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73250059, rearAxleOnA=73250202, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73300550, rearAxleOnA=73300722, frontAxleOnB=73300553, rearAxleOnB=73300725, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73335118, rearAxleOnA=73335289, frontAxleOnB=73335121, rearAxleOnB=73335292, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73371811, rearAxleOnA=73371991, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73389566, rearAxleOnA=73389688, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73428762, rearAxleOnA=73428934, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73456136, rearAxleOnA=73456293, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73475048, rearAxleOnA=73475185, frontAxleOnB=73475052, rearAxleOnB=73475188, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73489556, rearAxleOnA=73489703, frontAxleOnB=73489559, rearAxleOnB=73489706, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73530798, rearAxleOnA=73530960, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73549056, rearAxleOnA=73549181, frontAxleOnB=73549058, rearAxleOnB=73549183, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73703069, rearAxleOnA=73703211, frontAxleOnB=73703071, rearAxleOnB=73703214, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73736750, rearAxleOnA=73736867, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73757704, rearAxleOnA=73757818, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73782100, rearAxleOnA=73782260, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73828642, rearAxleOnA=73828871, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73869143, rearAxleOnA=73869262, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73892678, rearAxleOnA=73892788, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=73933386, rearAxleOnA=73933539, frontAxleOnB=73933389, rearAxleOnB=73933542, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74090970, rearAxleOnA=74091140, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74098263, rearAxleOnA=74098405, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74121288, rearAxleOnA=74121417, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74142925, rearAxleOnA=74143090, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74151281, rearAxleOnA=74151411, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74190879, rearAxleOnA=74191007, frontAxleOnB=74190881, rearAxleOnB=74191009, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74200652, rearAxleOnA=74200793, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74253920, rearAxleOnA=74254049, frontAxleOnB=74253923, rearAxleOnB=74254051, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74289716, rearAxleOnA=74289837, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74309340, rearAxleOnA=74309469, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74339031, rearAxleOnA=74339166, frontAxleOnB=74339034, rearAxleOnB=74339169, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74448463, rearAxleOnA=74448614, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74475543, rearAxleOnA=74475689, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74517941, rearAxleOnA=74518113, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74568476, rearAxleOnA=74568632, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74604596, rearAxleOnA=74604752, frontAxleOnB=74604599, rearAxleOnB=74604755, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74654363, rearAxleOnA=74654465, frontAxleOnB=74654365, rearAxleOnB=74654468, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74665316, rearAxleOnA=74665462, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74678948, rearAxleOnA=74679089, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74706669, rearAxleOnA=74706831, frontAxleOnB=74706672, rearAxleOnB=74706835, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74717090, rearAxleOnA=74717230, frontAxleOnB=74717093, rearAxleOnB=74717233, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74730730, rearAxleOnA=74730886, frontAxleOnB=74730733, rearAxleOnB=74730889, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74737433, rearAxleOnA=74737616, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74772020, rearAxleOnA=74772139, frontAxleOnB=74772022, rearAxleOnB=74772141, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74820569, rearAxleOnA=74820778, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74857214, rearAxleOnA=74857348, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=74898082, rearAxleOnA=74898227, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75015969, rearAxleOnA=75016123, frontAxleOnB=75015972, rearAxleOnB=75016126, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75061162, rearAxleOnA=75061309, frontAxleOnB=75061164, rearAxleOnB=75061312, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75064083, rearAxleOnA=75064218, frontAxleOnB=75064086, rearAxleOnB=75064221, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75178099, rearAxleOnA=75178227, frontAxleOnB=75178101, rearAxleOnB=75178230, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75253936, rearAxleOnA=75254130, frontAxleOnB=75253939, rearAxleOnB=75254134, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75278238, rearAxleOnA=75278381, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75281587, rearAxleOnA=75281719, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75340257, rearAxleOnA=75340362, frontAxleOnB=75340259, rearAxleOnB=75340364, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75368813, rearAxleOnA=75368963, frontAxleOnB=75368816, rearAxleOnB=75368966, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75412407, rearAxleOnA=75412539, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75448152, rearAxleOnA=75448312, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75548149, rearAxleOnA=75548352, frontAxleOnB=75548153, rearAxleOnB=75548356, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75551176, rearAxleOnA=75551324, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75560106, rearAxleOnA=75560250, frontAxleOnB=75560109, rearAxleOnB=75560253, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75667138, rearAxleOnA=75667311, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75741123, rearAxleOnA=75741301, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75774000, rearAxleOnA=75774152, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75782195, rearAxleOnA=75782366, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75788043, rearAxleOnA=75788185, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75863116, rearAxleOnA=75863239, frontAxleOnB=75863118, rearAxleOnB=75863242, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=75988716, rearAxleOnA=75988882, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76078233, rearAxleOnA=76078418, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76080562, rearAxleOnA=76080733, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76106540, rearAxleOnA=76106679, frontAxleOnB=76106543, rearAxleOnB=76106682, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76151050, rearAxleOnA=76151197, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76203645, rearAxleOnA=76203797, frontAxleOnB=76203648, rearAxleOnB=76203800, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76260720, rearAxleOnA=76260828, frontAxleOnB=76260722, rearAxleOnB=76260830, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76316654, rearAxleOnA=76316808, frontAxleOnB=76316657, rearAxleOnB=76316811, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76350001, rearAxleOnA=76350148, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76380091, rearAxleOnA=76380244, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76387667, rearAxleOnA=76387811, frontAxleOnB=76387670, rearAxleOnB=76387814, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76456891, rearAxleOnA=76457066, frontAxleOnB=76456894, rearAxleOnB=76457069, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76474282, rearAxleOnA=76474416, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76491973, rearAxleOnA=76492082, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76546327, rearAxleOnA=76546473, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76618043, rearAxleOnA=76618199, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76855821, rearAxleOnA=76855980, frontAxleOnB=76855824, rearAxleOnB=76855983, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76877779, rearAxleOnA=76877913, frontAxleOnB=76877782, rearAxleOnB=76877915, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76923778, rearAxleOnA=76923945, frontAxleOnB=76923782, rearAxleOnB=76923948, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=76977106, rearAxleOnA=76977264, frontAxleOnB=76977109, rearAxleOnB=76977267, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77016896, rearAxleOnA=77017038, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77051590, rearAxleOnA=77051730, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77145219, rearAxleOnA=77145385, frontAxleOnB=77145222, rearAxleOnB=77145389, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77163819, rearAxleOnA=77163982, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77291092, rearAxleOnA=77291239, frontAxleOnB=77291095, rearAxleOnB=77291242, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77354022, rearAxleOnA=77354172, frontAxleOnB=77354025, rearAxleOnB=77354175, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77354695, rearAxleOnA=77354850, frontAxleOnB=77354698, rearAxleOnB=77354853, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77378203, rearAxleOnA=77378305, frontAxleOnB=77378205, rearAxleOnB=77378308, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77446203, rearAxleOnA=77446348, frontAxleOnB=77446206, rearAxleOnB=77446351, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77562822, rearAxleOnA=77562959, frontAxleOnB=77562824, rearAxleOnB=77562962, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77586037, rearAxleOnA=77586157, frontAxleOnB=77586039, rearAxleOnB=77586160, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77602290, rearAxleOnA=77602419, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=77881351, rearAxleOnA=77881515, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78130352, rearAxleOnA=78130458, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78211274, rearAxleOnA=78211455, frontAxleOnB=78211278, rearAxleOnB=78211459, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78289957, rearAxleOnA=78290094, frontAxleOnB=78289960, rearAxleOnB=78290097, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78301588, rearAxleOnA=78301703, frontAxleOnB=78301590, rearAxleOnB=78301706, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78343692, rearAxleOnA=78343823, frontAxleOnB=78343695, rearAxleOnB=78343826, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78396867, rearAxleOnA=78397012, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78402687, rearAxleOnA=78402809, frontAxleOnB=78402689, rearAxleOnB=78402811, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78496870, rearAxleOnA=78497035, frontAxleOnB=78496874, rearAxleOnB=78497039, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78515142, rearAxleOnA=78515275, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78539001, rearAxleOnA=78539131, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78572643, rearAxleOnA=78572837, frontAxleOnB=78572647, rearAxleOnB=78572841, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78606641, rearAxleOnA=78606770, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78652193, rearAxleOnA=78652365, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78729253, rearAxleOnA=78729407, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78766179, rearAxleOnA=78766312, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78794650, rearAxleOnA=78794753, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78803749, rearAxleOnA=78803883, frontAxleOnB=78803752, rearAxleOnB=78803886, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78842658, rearAxleOnA=78842834, frontAxleOnB=78842662, rearAxleOnB=78842837, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78883544, rearAxleOnA=78883693, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78927652, rearAxleOnA=78927777, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=78927977, rearAxleOnA=78928132, frontAxleOnB=78927980, rearAxleOnB=78928135, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79068374, rearAxleOnA=79068509, frontAxleOnB=79068376, rearAxleOnB=79068511, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79114539, rearAxleOnA=79114662, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79166701, rearAxleOnA=79166854, frontAxleOnB=79166705, rearAxleOnB=79166858, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79432781, rearAxleOnA=79432956, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79553167, rearAxleOnA=79553306, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79558409, rearAxleOnA=79558579, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79634322, rearAxleOnA=79634444, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79788912, rearAxleOnA=79789066, frontAxleOnB=79788915, rearAxleOnB=79789069, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79910815, rearAxleOnA=79910928, frontAxleOnB=79910817, rearAxleOnB=79910931, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79942255, rearAxleOnA=79942400, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79953361, rearAxleOnA=79953485, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79959798, rearAxleOnA=79959928, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79968516, rearAxleOnA=79968634, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=79972347, rearAxleOnA=79972497, frontAxleOnB=79972351, rearAxleOnB=79972500, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=80019471, rearAxleOnA=80019631, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=80023384, rearAxleOnA=80023538, frontAxleOnB=80023387, rearAxleOnB=80023541, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=80034962, rearAxleOnA=80035109, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=80041318, rearAxleOnA=80041430, frontAxleOnB=80041320, rearAxleOnB=80041432, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=80072401, rearAxleOnA=80072546, frontAxleOnB=80072404, rearAxleOnB=80072549, direction=SOUTH_BOUND, day=FOUR]
